,year,state,r_win,d_win,r_votes,d_votes
444,1992,VERMONT,0.0,0.0,86901.0,22279.0
445,1992,VIRGINIA,4.0,7.0,1142649.0,1148570.0
446,1992,WASHINGTON,1.0,8.0,911913.0,1236665.0
447,1992,WEST VIRGINIA,0.0,3.0,123114.0,439191.0
448,1992,WISCONSIN,5.0,4.0,1210827.0,1153862.0
449,1992,WYOMING,1.0,0.0,113882.0,77418.0
450,1994,ALABAMA,3.0,4.0,558437.0,554154.0
451,1994,ALASKA,1.0,0.0,118537.0,68172.0
452,1994,ARIZONA,5.0,1.0,652831.0,409672.0
453,1994,ARKANSAS,2.0,2.0,372889.0,336123.0
454,1994,CALIFORNIA,25.0,27.0,4070290.0,3959954.0
455,1994,COLORADO,4.0,2.0,687070.0,364391.0
456,1994,CONNECTICUT,3.0,3.0,505150.0,416095.0
457,1994,DELAWARE,1.0,0.0,137945.0,51793.0
458,1994,FLORIDA,15.0,8.0,1694186.0,1155647.0
459,1994,GEORGIA,7.0,4.0,816484.0,681051.0
460,1994,HAWAII,0.0,2.0,119514.0,219185.0
461,1994,IDAHO,2.0,0.0,255321.0,137762.0
462,1994,ILLINOIS,10.0,10.0,1576655.0,1459928.0
463,1994,INDIANA,6.0,4.0,875082.0,667454.0
464,1994,IOWA,5.0,0.0,560117.0,407309.0
465,1994,KANSAS,4.0,0.0,519127.0,298269.0
466,1994,KENTUCKY,4.0,2.0,450640.0,316037.0
467,1994,LOUISIANA,3.0,4.0,3.0,4.0
468,1994,MAINE,1.0,1.0,234070.0,235988.0
469,1994,MARYLAND,4.0,4.0,682578.0,662312.0
470,1994,MASSACHUSETTS,2.0,8.0,592758.0,1362572.0
471,1994,MICHIGAN,7.0,9.0,1532084.0,1418142.0
472,1994,MINNESOTA,2.0,0.0,846950.0,0.0
473,1994,MISSISSIPPI,1.0,4.0,256424.0,354487.0
474,1994,MISSOURI,3.0,6.0,834456.0,894783.0
475,1994,MONTANA,0.0,1.0,148715.0,171372.0
476,1994,NEBRASKA,3.0,0.0,365402.0,203062.0
477,1994,NEVADA,2.0,0.0,215971.0,137723.0
478,1994,NEW HAMPSHIRE,2.0,0.0,180138.0,116724.0
479,1994,NEW JERSEY,8.0,5.0,1091251.0,879855.0
480,1994,NEW MEXICO,2.0,1.0,263477.0,187532.0
481,1994,NEW YORK,13.0,18.0,1992633.0,2146180.0
482,1994,NORTH CAROLINA,8.0,4.0,907093.0,681064.0
483,1994,NORTH DAKOTA,0.0,1.0,105988.0,123134.0
484,1994,OHIO,13.0,6.0,1925452.0,1327955.0
485,1994,OKLAHOMA,5.0,1.0,554800.0,368063.0
486,1994,OREGON,2.0,3.0,498628.0,646589.0
487,1994,PENNSYLVANIA,10.0,11.0,1830779.0,1491859.0
488,1994,RHODE ISLAND,0.0,2.0,132417.0,209491.0
489,1994,SOUTH CAROLINA,4.0,2.0,552085.0,313043.0
490,1994,SOUTH DAKOTA,0.0,1.0,112054.0,183036.0
491,1994,TENNESSEE,5.0,4.0,775843.0,614512.0
492,1994,TEXAS,11.0,19.0,2294222.0,1734163.0
493,1994,UTAH,2.0,1.0,252300.0,216080.0
494,1994,VERMONT,0.0,0.0,98523.0,0.0
495,1994,VIRGINIA,5.0,6.0,1089242.0,752701.0
496,1994,WASHINGTON,7.0,2.0,853712.0,826753.0
497,1994,WEST VIRGINIA,0.0,3.0,137663.0,268901.0
498,1994,WISCONSIN,6.0,3.0,893405.0,547825.0
499,1994,WYOMING,1.0,0.0,104426.0,81022.0
500,1996,ALABAMA,5.0,2.0,785513.0,656047.0
501,1996,ALASKA,1.0,0.0,138834.0,85114.0
502,1996,ARIZONA,5.0,1.0,800917.0,521345.0
503,1996,ARKANSAS,2.0,2.0,456033.0,395506.0
504,1996,CALIFORNIA,23.0,29.0,4291644.0,4706276.0
505,1996,COLORADO,4.0,2.0,832763.0,596575.0
506,1996,CONNECTICUT,2.0,4.0,547084.0,674307.0
507,1996,DELAWARE,1.0,0.0,185577.0,73258.0
508,1996,FLORIDA,15.0,8.0,2639568.0,2036620.0
509,1996,GEORGIA,8.0,3.0,1151993.0,1011190.0
510,1996,HAWAII,0.0,2.0,135782.0,195910.0
511,1996,IDAHO,2.0,0.0,289990.0,193524.0
512,1996,ILLINOIS,10.0,10.0,1812673.0,2267369.0
513,1996,INDIANA,6.0,4.0,1109066.0,930919.0
514,1996,IOWA,4.0,1.0,649959.0,532815.0
515,1996,KANSAS,4.0,0.0,591146.0,424984.0
516,1996,KENTUCKY,5.0,1.0,730739.0,507431.0
517,1996,LOUISIANA,5.0,2.0,135994.0,339164.0
518,1996,MAINE,0.0,2.0,211210.0,379184.0
519,1996,MARYLAND,4.0,4.0,762163.0,876658.0
520,1996,MASSACHUSETTS,0.0,10.0,780032.0,1584479.0
521,1996,MICHIGAN,6.0,10.0,1678735.0,1945116.0
522,1996,MINNESOTA,2.0,6.0,894908.0,1179862.0
523,1996,MISSISSIPPI,3.0,2.0,487988.0,397410.0
524,1996,MISSOURI,3.0,5.0,833190.0,1116201.0
525,1996,MONTANA,1.0,0.0,211975.0,174516.0
526,1996,NEBRASKA,3.0,0.0,450067.0,204432.0
527,1996,NEVADA,2.0,0.0,248782.0,172823.0
528,1996,NEW HAMPSHIRE,2.0,0.0,246896.0,221286.0
529,1996,NEW JERSEY,7.0,6.0,1398900.0,1351762.0
530,1996,NEW MEXICO,2.0,1.0,260961.0,271144.0
531,1996,NEW YORK,11.0,20.0,2038923.0,2918770.0
532,1996,NORTH CAROLINA,6.0,6.0,1339515.0,1135731.0
533,1996,NORTH DAKOTA,0.0,1.0,113684.0,144833.0
534,1996,OHIO,11.0,8.0,2192174.0,2033028.0
535,1996,OKLAHOMA,6.0,0.0,722998.0,430480.0
536,1996,OREGON,1.0,4.0,557525.0,724496.0
537,1996,PENNSYLVANIA,10.0,11.0,2037508.0,2222863.0
538,1996,RHODE ISLAND,0.0,2.0,107657.0,240608.0
539,1996,SOUTH CAROLINA,4.0,2.0,682563.0,345010.0
540,1996,SOUTH DAKOTA,1.0,0.0,186393.0,119547.0
541,1996,TENNESSEE,5.0,4.0,878640.0,847370.0
542,1996,TEXAS,7.0,13.0,1640758.0,1607756.0
543,1996,UTAH,3.0,0.0,386309.0,264327.0
544,1996,VERMONT,0.0,0.0,83021.0,23830.0
545,1996,VIRGINIA,5.0,6.0,1117187.0,1027020.0
546,1996,WASHINGTON,6.0,3.0,1020553.0,1129609.0
547,1996,WEST VIRGINIA,0.0,3.0,63933.0,458435.0
548,1996,WISCONSIN,4.0,5.0,1120819.0,1012327.0
549,1996,WYOMING,1.0,0.0,116004.0,85724.0
550,1998,ALABAMA,5.0,2.0,665625.0,545465.0
551,1998,ALASKA,1.0,0.0,139676.0,77232.0
552,1998,ARIZONA,5.0,1.0,573651.0,406834.0
553,1998,ARKANSAS,2.0,2.0,319863.0,168529.0
554,1998,CALIFORNIA,24.0,28.0,3508530.0,4038257.0
555,1998,COLORADO,4.0,2.0,715820.0,533297.0
556,1998,CONNECTICUT,2.0,4.0,442066.0,495557.0
557,1998,DELAWARE,1.0,0.0,119811.0,57446.0
558,1998,FLORIDA,15.0,8.0,557836.0,580609.0
559,1998,GEORGIA,8.0,3.0,1039711.0,592004.0
560,1998,HAWAII,0.0,2.0,119328.0,260947.0
561,1998,IDAHO,2.0,0.0,204568.0,169389.0
562,1998,ILLINOIS,10.0,10.0,1624558.0,1565998.0
563,1998,INDIANA,6.0,4.0,800910.0,673322.0
564,1998,IOWA,4.0,1.0,551767.0,338431.0
565,1998,KANSAS,3.0,1.0,450025.0,272252.0
566,1998,KENTUCKY,5.0,1.0,637091.0,456218.0
567,1998,LOUISIANA,5.0,2.0,97048.0,213151.0
568,1998,MAINE,0.0,2.0,124834.0,280537.0
569,1998,MARYLAND,4.0,4.0,668983.0,802081.0
570,1998,MASSACHUSETTS,0.0,10.0,412508.0,1306281.0
571,1998,MICHIGAN,6.0,10.0,1438283.0,1469111.0
572,1998,MINNESOTA,2.0,0.0,862972.0,0.0
573,1998,MISSISSIPPI,2.0,3.0,232415.0,262635.0
574,1998,MISSOURI,4.0,5.0,748432.0,787655.0
575,1998,MONTANA,1.0,0.0,175748.0,147073.0
576,1998,NEBRASKA,3.0,0.0,392736.0,104548.0
577,1998,NEVADA,1.0,1.0,275163.0,79315.0
578,1998,NEW HAMPSHIRE,2.0,0.0,190170.0,124000.0
579,1998,NEW JERSEY,6.0,7.0,858367.0,902374.0
580,1998,NEW MEXICO,2.0,1.0,246127.0,228084.0
581,1998,NEW YORK,13.0,18.0,1607117.0,2179943.0
582,1998,NORTH CAROLINA,7.0,5.0,1014010.0,827178.0
583,1998,NORTH DAKOTA,0.0,1.0,87511.0,119668.0
584,1998,OHIO,11.0,8.0,1752443.0,1593873.0
585,1998,OKLAHOMA,6.0,0.0,538194.0,314358.0
586,1998,OREGON,1.0,4.0,401501.0,631246.0
587,1998,PENNSYLVANIA,10.0,11.0,1472161.0,1380834.0
588,1998,RHODE ISLAND,0.0,2.0,76630.0,203705.0
589,1998,SOUTH CAROLINA,4.0,2.0,580051.0,370381.0
590,1998,SOUTH DAKOTA,1.0,0.0,194157.0,64433.0
591,1998,TENNESSEE,5.0,4.0,469551.0,412378.0
592,1998,TEXAS,13.0,17.0,1786731.0,1539123.0
593,1998,UTAH,3.0,0.0,304256.0,126505.0
594,1998,VERMONT,0.0,0.0,70740.0,0.0
595,1998,VIRGINIA,5.0,6.0,542216.0,514435.0
596,1998,WASHINGTON,4.0,5.0,818552.0,980157.0
597,1998,WEST VIRGINIA,0.0,3.0,29136.0,283272.0
598,1998,WISCONSIN,4.0,5.0,880320.0,761821.0
599,1998,WYOMING,1.0,0.0,100687.0,67399.0
600,2000,ALABAMA,5.0,2.0,849229.0,485660.0
601,2000,ALASKA,1.0,0.0,190862.0,45372.0
602,2000,ARIZONA,5.0,1.0,854715.0,557849.0
603,2000,ARKANSAS,1.0,3.0,277147.0,355366.0
604,2000,CALIFORNIA,20.0,32.0,4446295.0,5406623.0
605,2000,COLORADO,4.0,2.0,968651.0,496045.0
606,2000,CONNECTICUT,2.0,4.0,590689.0,699237.0
607,2000,DELAWARE,1.0,0.0,211797.0,96488.0
608,2000,FLORIDA,15.0,8.0,2851623.0,1976189.0
609,2000,GEORGIA,8.0,3.0,1498337.0,918085.0
610,2000,HAWAII,0.0,2.0,110895.0,221373.0
611,2000,IDAHO,2.0,0.0,332655.0,142345.0
612,2000,ILLINOIS,10.0,10.0,1907306.0,2453674.0
613,2000,INDIANA,6.0,4.0,1140554.0,953167.0
614,2000,IOWA,4.0,1.0,717322.0,531642.0
615,2000,KANSAS,3.0,1.0,655822.0,328194.0
616,2000,KENTUCKY,5.0,1.0,824915.0,561752.0
617,2000,LOUISIANA,5.0,2.0,747115.0,359669.0
618,2000,MAINE,0.0,2.0,203437.0,422606.0
619,2000,MARYLAND,4.0,4.0,856306.0,1060934.0
620,2000,MASSACHUSETTS,0.0,10.0,343498.0,1967942.0
621,2000,MICHIGAN,7.0,9.0,1786980.0,2177618.0
622,2000,MINNESOTA,3.0,0.0,993371.0,0.0
623,2000,MISSISSIPPI,2.0,3.0,468483.0,495687.0
624,2000,MISSOURI,5.0,4.0,1135724.0,1136020.0
625,2000,MONTANA,1.0,0.0,211418.0,189971.0
626,2000,NEBRASKA,3.0,0.0,486513.0,178071.0
627,2000,NEVADA,1.0,1.0,330884.0,224848.0
628,2000,NEW HAMPSHIRE,2.0,0.0,303190.0,238754.0
629,2000,NEW JERSEY,6.0,7.0,1384170.0,1532240.0
630,2000,NEW MEXICO,2.0,1.0,274017.0,299841.0
631,2000,NEW YORK,12.0,19.0,2235461.0,3051701.0
632,2000,NORTH CAROLINA,7.0,5.0,1514806.0,1193600.0
633,2000,NORTH DAKOTA,0.0,1.0,127251.0,151173.0
634,2000,OHIO,11.0,8.0,2235463.0,2098854.0
635,2000,OKLAHOMA,5.0,1.0,701820.0,336955.0
636,2000,OREGON,1.0,4.0,607098.0,790365.0
637,2000,PENNSYLVANIA,11.0,10.0,2229057.0,2279227.0
638,2000,RHODE ISLAND,0.0,2.0,89454.0,247247.0
639,2000,SOUTH CAROLINA,4.0,2.0,729803.0,523141.0
640,2000,SOUTH DAKOTA,1.0,0.0,231083.0,78321.0
641,2000,TENNESSEE,5.0,4.0,991984.0,819100.0
642,2000,TEXAS,13.0,17.0,2932411.0,2799051.0
643,2000,UTAH,2.0,1.0,426648.0,304797.0
644,2000,VERMONT,0.0,0.0,51977.0,14918.0
645,2000,VIRGINIA,6.0,4.0,1131999.0,1060484.0
646,2000,WASHINGTON,3.0,6.0,997877.0,1245872.0
647,2000,WEST VIRGINIA,1.0,2.0,108769.0,420784.0
648,2000,WISCONSIN,4.0,5.0,1311447.0,1187866.0
649,2000,WYOMING,1.0,0.0,141848.0,60638.0
650,2002,ALABAMA,5.0,2.0,694606.0,507117.0
651,2002,ALASKA,1.0,0.0,169685.0,39357.0
652,2002,ARIZONA,6.0,2.0,681922.0,472135.0
653,2002,ARKANSAS,1.0,3.0,283739.0,392086.0
654,2002,CALIFORNIA,20.0,33.0,3225666.0,3731081.0
655,2002,COLORADO,5.0,2.0,752998.0,589463.0
656,2002,CONNECTICUT,3.0,2.0,465982.0,509036.0
657,2002,DELAWARE,1.0,0.0,164605.0,61011.0
658,2002,FLORIDA,18.0,7.0,2161353.0,1537126.0
659,2002,GEORGIA,8.0,5.0,1104622.0,814295.0
660,2002,HAWAII,0.0,2.0,116693.0,232344.0
661,2002,IDAHO,2.0,0.0,256348.0,138038.0
662,2002,ILLINOIS,10.0,9.0,1657183.0,1740541.0
663,2002,INDIANA,6.0,3.0,840694.0,640568.0
664,2002,IOWA,4.0,1.0,546382.0,453550.0
665,2002,KANSAS,3.0,1.0,536026.0,259911.0
666,2002,KENTUCKY,5.0,1.0,693860.0,350924.0
667,2002,LOUISIANA,4.0,3.0,667702.0,390644.0
668,2002,MAINE,0.0,2.0,205780.0,289514.0
669,2002,MARYLAND,2.0,6.0,752911.0,904250.0
670,2002,MASSACHUSETTS,0.0,10.0,290484.0,1528634.0
671,2002,MICHIGAN,9.0,6.0,1474178.0,1507174.0
672,2002,MINNESOTA,4.0,0.0,1029612.0,0.0
673,2002,MISSISSIPPI,2.0,2.0,338817.0,320157.0
674,2002,MISSOURI,5.0,4.0,985905.0,829177.0
675,2002,MONTANA,1.0,0.0,214100.0,108233.0
676,2002,NEBRASKA,3.0,0.0,386869.0,46843.0
677,2002,NEVADA,2.0,1.0,301100.0,171160.0
678,2002,NEW HAMPSHIRE,2.0,0.0,254797.0,175905.0
679,2002,NEW JERSEY,6.0,7.0,933964.0,1030204.0
680,2002,NEW MEXICO,2.0,1.0,175342.0,262071.0
681,2002,NEW YORK,10.0,19.0,1525771.0,1777688.0
682,2002,NORTH CAROLINA,7.0,6.0,1209033.0,970716.0
683,2002,NORTH DAKOTA,0.0,1.0,109957.0,121073.0
684,2002,OHIO,12.0,6.0,1775555.0,1331614.0
685,2002,OKLAHOMA,4.0,1.0,546832.0,391927.0
686,2002,OREGON,1.0,4.0,528997.0,676920.0
687,2002,PENNSYLVANIA,12.0,7.0,1859270.0,1348665.0
688,2002,RHODE ISLAND,0.0,2.0,97137.0,224676.0
689,2002,SOUTH CAROLINA,4.0,2.0,569267.0,344972.0
690,2002,SOUTH DAKOTA,1.0,0.0,180023.0,153551.0
691,2002,TENNESSEE,4.0,5.0,770510.0,708375.0
692,2002,TEXAS,15.0,17.0,2290723.0,1885178.0
693,2002,UTAH,2.0,1.0,321986.0,221401.0
694,2002,VERMONT,0.0,0.0,72813.0,0.0
695,2002,VIRGINIA,8.0,3.0,955673.0,440478.0
696,2002,WASHINGTON,3.0,6.0,778922.0,907440.0
697,2002,WEST VIRGINIA,1.0,2.0,135505.0,264124.0
698,2002,WISCONSIN,4.0,4.0,889146.0,676925.0
699,2002,WYOMING,1.0,0.0,110229.0,65961.0
700,2004,ALABAMA,5.0,2.0,1079657.0,708425.0
701,2004,ALASKA,1.0,0.0,213216.0,67074.0
702,2004,ARIZONA,6.0,2.0,1127591.0,597526.0
703,2004,ARKANSAS,1.0,3.0,357840.0,426381.0
704,2004,CALIFORNIA,20.0,33.0,5030821.0,6223698.0
705,2004,COLORADO,4.0,3.0,991835.0,995283.0
706,2004,CONNECTICUT,3.0,2.0,629934.0,785747.0
707,2004,DELAWARE,1.0,0.0,245978.0,105716.0
708,2004,FLORIDA,18.0,7.0,3319299.0,2212326.0
709,2004,GEORGIA,7.0,6.0,1819817.0,1140869.0
710,2004,HAWAII,0.0,2.0,148443.0,261884.0
711,2004,IDAHO,2.0,0.0,401366.0,171060.0
712,2004,ILLINOIS,9.0,10.0,2271676.0,2675273.0
713,2004,INDIANA,7.0,2.0,1381699.0,999082.0
714,2004,IOWA,4.0,1.0,822653.0,624620.0
715,2004,KANSAS,3.0,1.0,723794.0,386970.0
716,2004,KENTUCKY,5.0,1.0,1017379.0,602085.0
717,2004,LOUISIANA,5.0,2.0,780434.0,478182.0
718,2004,MAINE,0.0,2.0,283210.0,418380.0
719,2004,MARYLAND,2.0,6.0,896232.0,1310870.0
720,2004,MASSACHUSETTS,0.0,10.0,435239.0,2059984.0
721,2004,MICHIGAN,9.0,6.0,2288594.0,2242435.0
722,2004,MINNESOTA,4.0,0.0,1236094.0,0.0
723,2004,MISSISSIPPI,2.0,2.0,658589.0,334605.0
724,2004,MISSOURI,5.0,4.0,1429767.0,1192674.0
725,2004,MONTANA,1.0,0.0,286076.0,145606.0
726,2004,NEBRASKA,3.0,0.0,515115.0,230697.0
727,2004,NEVADA,2.0,1.0,420711.0,333912.0
728,2004,NEW HAMPSHIRE,2.0,0.0,396024.0,243506.0
729,2004,NEW JERSEY,6.0,7.0,1514784.0,1721392.0
730,2004,NEW MEXICO,2.0,1.0,357805.0,384900.0
731,2004,NEW YORK,9.0,20.0,2209291.0,3457124.0
732,2004,NORTH CAROLINA,7.0,6.0,1743131.0,1669864.0
733,2004,NORTH DAKOTA,0.0,1.0,125684.0,185130.0
734,2004,OHIO,12.0,6.0,2650122.0,2514613.0
735,2004,OKLAHOMA,4.0,1.0,875033.0,389029.0
736,2004,OREGON,1.0,4.0,761545.0,951688.0
737,2004,PENNSYLVANIA,12.0,7.0,2565077.0,2478239.0
738,2004,RHODE ISLAND,0.0,2.0,112958.0,279315.0
739,2004,SOUTH CAROLINA,4.0,2.0,913168.0,486479.0
740,2004,SOUTH DAKOTA,0.0,1.0,178823.0,207837.0
741,2004,TENNESSEE,4.0,5.0,1160821.0,1031959.0
742,2004,TEXAS,21.0,11.0,4022321.0,2713968.0
743,2004,UTAH,2.0,1.0,520403.0,361628.0
744,2004,VERMONT,0.0,0.0,74271.0,21684.0
745,2004,VIRGINIA,8.0,3.0,1817422.0,1023187.0
746,2004,WASHINGTON,3.0,6.0,1095493.0,1608751.0
747,2004,WEST VIRGINIA,1.0,2.0,303042.0,415396.0
748,2004,WISCONSIN,4.0,4.0,1380819.0,1368537.0
749,2004,WYOMING,1.0,0.0,132107.0,99989.0
750,2006,ALABAMA,5.0,2.0,627501.0,502046.0
751,2006,ALASKA,1.0,0.0,132743.0,93879.0
752,2006,ARIZONA,4.0,4.0,771246.0,627259.0
753,2006,ARKANSAS,1.0,3.0,306442.0,456569.0
754,2006,CALIFORNIA,19.0,34.0,3314398.0,4720164.0
755,2006,COLORADO,3.0,4.0,623792.0,832888.0
756,2006,CONNECTICUT,1.0,4.0,419895.0,648653.0
757,2006,DELAWARE,1.0,0.0,143897.0,97565.0
758,2006,FLORIDA,16.0,9.0,2182833.0,1599973.0
759,2006,GEORGIA,7.0,6.0,1138048.0,932143.0
760,2006,HAWAII,0.0,2.0,118134.0,219810.0
761,2006,IDAHO,2.0,0.0,248105.0,177376.0
762,2006,ILLINOIS,9.0,10.0,1442526.0,1986431.0
763,2006,INDIANA,4.0,5.0,831785.0,812496.0
764,2006,IOWA,2.0,3.0,522388.0,492937.0
765,2006,KANSAS,2.0,2.0,459267.0,369191.0
766,2006,KENTUCKY,4.0,2.0,611780.0,601723.0
767,2006,LOUISIANA,5.0,2.0,579702.0,309279.0
768,2006,MAINE,0.0,2.0,163165.0,350721.0
769,2006,MARYLAND,2.0,6.0,546862.0,1099441.0
770,2006,MASSACHUSETTS,0.0,10.0,198550.0,1632307.0
771,2006,MICHIGAN,9.0,6.0,1624865.0,1923485.0
772,2006,MINNESOTA,3.0,3.0,924636.0,531930.0
773,2006,MISSISSIPPI,2.0,2.0,304308.0,260330.0
774,2006,MISSOURI,5.0,4.0,1049346.0,992258.0
775,2006,MONTANA,1.0,0.0,239124.0,158916.0
776,2006,NEBRASKA,3.0,0.0,334177.0,261910.0
777,2006,NEVADA,2.0,1.0,260317.0,287879.0
778,2006,NEW HAMPSHIRE,0.0,2.0,189615.0,209434.0
779,2006,NEW JERSEY,6.0,7.0,903176.0,1207782.0
780,2006,NEW MEXICO,2.0,1.0,247825.0,313124.0
781,2006,NEW YORK,4.0,25.0,1160460.0,2537778.0
782,2006,NORTH CAROLINA,6.0,7.0,913893.0,1026915.0
783,2006,NORTH DAKOTA,0.0,1.0,74687.0,142934.0
784,2006,OHIO,11.0,7.0,1870390.0,2081737.0
785,2006,OKLAHOMA,4.0,1.0,518025.0,372888.0
786,2006,OREGON,1.0,4.0,557491.0,765853.0
787,2006,PENNSYLVANIA,8.0,11.0,1732163.0,2229091.0
788,2006,RHODE ISLAND,0.0,2.0,41836.0,264949.0
789,2006,SOUTH CAROLINA,4.0,2.0,599615.0,472719.0
790,2006,SOUTH DAKOTA,0.0,1.0,97864.0,230468.0
791,2006,TENNESSEE,4.0,5.0,799547.0,860861.0
792,2006,TEXAS,18.0,10.0,1901725.0,1540755.0
793,2006,UTAH,2.0,1.0,292235.0,244483.0
794,2006,VERMONT,0.0,1.0,117023.0,139815.0
795,2006,VIRGINIA,8.0,3.0,1222790.0,947103.0
796,2006,WASHINGTON,3.0,6.0,798005.0,1244095.0
797,2006,WEST VIRGINIA,1.0,2.0,190893.0,263822.0
798,2006,WISCONSIN,3.0,5.0,1040071.0,1003156.0
799,2006,WYOMING,1.0,0.0,93336.0,92324.0
800,2008,ALABAMA,4.0,3.0,1120903.0,718367.0
801,2008,ALASKA,1.0,0.0,158939.0,142560.0
802,2008,ARIZONA,3.0,5.0,1021798.0,1055305.0
803,2008,ARKANSAS,1.0,3.0,215196.0,415482.0
804,2008,CALIFORNIA,19.0,34.0,4515372.0,7377725.0
805,2008,COLORADO,2.0,5.0,990836.0,1259723.0
806,2008,CONNECTICUT,0.0,5.0,504785.0,908761.0
807,2008,DELAWARE,1.0,0.0,235437.0,146434.0
808,2008,FLORIDA,15.0,10.0,3792167.0,3434833.0
809,2008,GEORGIA,7.0,6.0,1796549.0,1858090.0
810,2008,HAWAII,0.0,2.0,82540.0,319956.0
811,2008,IDAHO,1.0,1.0,377464.0,259776.0
812,2008,ILLINOIS,7.0,12.0,1961173.0,3176203.0
813,2008,INDIANA,4.0,5.0,1240577.0,1388963.0
814,2008,IOWA,2.0,3.0,698241.0,759460.0
815,2008,KANSAS,3.0,1.0,690005.0,470031.0
816,2008,KENTUCKY,4.0,2.0,955182.0,761209.0
817,2008,LOUISIANA,6.0,1.0,594307.0,398475.0
818,2008,MAINE,0.0,2.0,278198.0,431903.0
819,2008,MARYLAND,1.0,7.0,762539.0,1677238.0
820,2008,MASSACHUSETTS,0.0,10.0,318461.0,2245778.0
821,2008,MICHIGAN,7.0,8.0,2114293.0,2516640.0
822,2008,MINNESOTA,3.0,0.0,1069015.0,0.0
823,2008,MISSISSIPPI,1.0,3.0,527330.0,731805.0
824,2008,MISSOURI,5.0,4.0,1313018.0,1413016.0
825,2008,MONTANA,1.0,0.0,308470.0,155930.0
826,2008,NEBRASKA,3.0,0.0,510513.0,264885.0
827,2008,NEVADA,1.0,2.0,383548.0,457320.0
828,2008,NEW HAMPSHIRE,0.0,2.0,294560.0,364767.0
829,2008,NEW JERSEY,5.0,8.0,1461820.0,1911827.0
830,2008,NEW MEXICO,0.0,3.0,321083.0,457135.0
831,2008,NEW YORK,3.0,26.0,1800093.0,4006436.0
832,2008,NORTH CAROLINA,5.0,8.0,1901517.0,2293971.0
833,2008,NORTH DAKOTA,0.0,1.0,119388.0,194577.0
834,2008,OHIO,8.0,10.0,2491498.0,2752111.0
835,2008,OKLAHOMA,4.0,1.0,802530.0,503614.0
836,2008,OREGON,1.0,4.0,435920.0,1036171.0
837,2008,PENNSYLVANIA,7.0,12.0,2520755.0,3209168.0
838,2008,RHODE ISLAND,0.0,2.0,118773.0,303670.0
839,2008,SOUTH CAROLINA,4.0,2.0,939703.0,919529.0
840,2008,SOUTH DAKOTA,0.0,1.0,122966.0,256041.0
841,2008,TENNESSEE,4.0,5.0,977677.0,1195542.0
842,2008,TEXAS,20.0,12.0,4203917.0,2979398.0
843,2008,UTAH,2.0,1.0,503917.0,393761.0
844,2008,VERMONT,0.0,1.0,0.0,248203.0
845,2008,VIRGINIA,5.0,6.0,1590687.0,1852788.0
846,2008,WASHINGTON,3.0,6.0,1189147.0,1725316.0
847,2008,WEST VIRGINIA,1.0,2.0,213339.0,432075.0
848,2008,WISCONSIN,3.0,5.0,1274987.0,1383536.0
849,2008,WYOMING,1.0,0.0,131244.0,106758.0
850,2010,ALABAMA,6.0,1.0,914445.0,418957.0
851,2010,ALASKA,1.0,0.0,175384.0,77606.0
852,2010,ARIZONA,5.0,3.0,900510.0,711837.0
853,2010,ARKANSAS,3.0,1.0,435422.0,317975.0
854,2010,CALIFORNIA,19.0,34.0,4195494.0,5148828.0
855,2010,COLORADO,4.0,3.0,884032.0,800900.0
856,2010,CONNECTICUT,0.0,5.0,457976.0,634947.0
857,2010,DELAWARE,0.0,1.0,125442.0,173543.0
858,2010,FLORIDA,19.0,6.0,3004616.0,1853600.0
859,2010,GEORGIA,8.0,5.0,1528142.0,940347.0
860,2010,HAWAII,0.0,2.0,129127.0,226430.0
861,2010,IDAHO,2.0,0.0,263699.0,150884.0
862,2010,ILLINOIS,11.0,8.0,1720016.0,1876316.0
863,2010,INDIANA,6.0,3.0,972671.0,679462.0
864,2010,IOWA,2.0,3.0,597414.0,479874.0
865,2010,KANSAS,4.0,0.0,528136.0,274992.0
866,2010,KENTUCKY,4.0,2.0,844369.0,506319.0
867,2010,LOUISIANA,6.0,1.0,675387.0,311221.0
868,2010,MAINE,0.0,2.0,248170.0,316156.0
869,2010,MARYLAND,2.0,6.0,674246.0,1104056.0
870,2010,MASSACHUSETTS,0.0,10.0,808305.0,1335738.0
871,2010,MICHIGAN,9.0,6.0,1671707.0,1415212.0
872,2010,MINNESOTA,4.0,4.0,970741.0,676131.0
873,2010,MISSISSIPPI,3.0,1.0,423579.0,350695.0
874,2010,MISSOURI,6.0,3.0,1103290.0,708064.0
875,2010,MONTANA,1.0,0.0,217696.0,121954.0
876,2010,NEBRASKA,3.0,0.0,327986.0,137524.0
877,2010,NEVADA,2.0,1.0,357369.0,317835.0
878,2010,NEW HAMPSHIRE,2.0,0.0,230265.0,200563.0
879,2010,NEW JERSEY,6.0,7.0,1055299.0,1024730.0
880,2010,NEW MEXICO,1.0,2.0,288885.0,307766.0
881,2010,NEW YORK,4.0,25.0,1612724.0,2600900.0
882,2010,NORTH CAROLINA,6.0,7.0,1440913.0,1204635.0
883,2010,NORTH DAKOTA,1.0,0.0,129802.0,106542.0
884,2010,OHIO,13.0,5.0,2053075.0,1611112.0
885,2010,OKLAHOMA,4.0,1.0,519563.0,221966.0
886,2010,OREGON,1.0,4.0,657007.0,733369.0
887,2010,PENNSYLVANIA,12.0,7.0,2034145.0,1882202.0
888,2010,RHODE ISLAND,0.0,2.0,126951.0,185711.0
